CountryID,Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,Footnotes 1990,Footnotes 1991,Footnotes 1992,Footnotes 1993,Footnotes 1994,Footnotes 1995,Footnotes 1996,Footnotes 1997,Footnotes 1998,Footnotes 1999,Footnotes 2000,Footnotes 2001,Footnotes 2002,Footnotes 2003,Footnotes 2004,Footnotes 2005,Footnotes 2006,Footnotes 2007,Footnotes 2008,Footnotes 2009,Footnotes 2010,Footnotes 2011,Footnotes 2012,Footnotes 2013,Footnotes 2014,Footnotes 2015,Footnotes 2016,Footnotes 2017
562,Niger,21.44499969,...,...,...,...,24.14500046,25.34199905,27.04400063,26.125,26.35499954,28.63899994,27.36400032,29.34300041,29.99099922,32.50400162,33.79100037,35.86800003,39.14300156,40.2519989,44.22399902,47.09199905,49.72399902,52.19599915,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,Nigeria,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,3047,...,...,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
807,North Macedonia,...,...,...,...,...,...,...,...,...,...,679.2000122,655.4000244,616.5,817.3999634,1611.5,832.0999756,841.9000244,539.3999634,706.0999756,1040.199951,1227,754.7000122,1738.5,1646.900024,524.0999756,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,Norway,...,...,...,...,575,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,Panama,...,...,...,...,...,...,...,...,...,...,238.0385284,223.7881317,237.8073425,244.843811,259.4697266,268.0007629,290.8791199,307.5092163,319.5672607,329.3715515,343.2285767,341.876709,351.9341125,364.7086792,379.6147461,392.1154175,405.2894287,418.7879944,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,Poland,2399.800049,2240.800049,2196.800049,2100,2306,2167.399902,2064.399902,1988.900024,1894.199951,1850.199951,1753.800049,1671.300049,1626.599976,1657,1599.800049,1587.400024,1603.900024,1573.400024,1580.599976,1544.099976,1541.099976,1544.699951,1539.099976,1521.800049,1537,1595.099976,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,Portugal,...,...,...,...,...,...,...,...,8753.599609,...,...,...,...,...,...,548.9000244,576.9000244,660.5,670.5,718.2000122,...,...,...,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,Qatar,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,157.5971069,175.8615417,222.0945435,300.058136,339.2306519,368.2811279,407.8829041,435.8554382,463.946991,508.6820068,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,Republic of Korea,5903,...,...,...,...,7110,...,...,...,...,7449,...,...,...,...,7723,7623,7450,7526,7453,7538,7656,...,...,7600,7775,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,Republic of Moldova,...,...,...,...,...,...,...,...,...,...,...,...,...,71.19999695,67.40000153,70.30000305,70.90000153,87.90000153,86.80000305,83.09999847,81,79.80000305,80.90000153,74.90000153,74.30000305,79.5,90.5,96.80000305,,,,,,,,,,,,,,,,,,,,,,,,,,,,
